00059,00004,2
00013,00092,1
00076,00050,7
00052,00059,5
00091,00089,7
00020,00086,8
00014,00080,9
00056,00080,6
00054,00013,10
00013,00005,6
00017,00044,7
00011,00052,1
00092,00055,8
00052,00082,4
00016,00014,2
00018,00054,7
00043,00036,5
00067,00069,10
00092,00083,5
00007,00042,5
00039,00095,6
00098,00023,2
00060,00099,1
00065,00088,2
00020,00019,5
00074,00089,7
00036,00079,8
00005,00076,6
00084,00068,9
00032,00012,2
00068,00036,5
00007,00038,7
00069,00006,8
00060,00012,3
00014,00054,10
00076,00069,5
00020,00038,5
00096,00073,3
00018,00041,8
00050,00042,4
00022,00071,2
00018,00046,8
00029,00041,9
00014,00033,3
00070,00069,6
00077,00078,8
00099,00030,9
00017,00059,8
00064,00078,3
00092,00081,5
00063,00006,6
00026,00034,5
00011,00036,9
00064,00021,10
00096,00003,4
00012,00059,7
00007,00063,10
00033,00005,6
00013,00008,7
00039,00060,3
00082,00088,9
00069,00016,8
00016,00090,3
00067,00013,1
00018,00015,10
00046,00020,3
00045,00007,3
00100,00040,6
00094,00067,4
00002,00095,4
00039,00033,3
00083,00011,4
00037,00021,3
00036,00025,5
00086,00064,7
00068,00014,10
00090,00023,3
00010,00067,10
00065,00074,10
00084,00049,7
00090,00062,8
00077,00033,9
00099,00013,1
00018,00080,7
00036,00015,3
00089,00027,6
00002,00078,4
00070,00042,10
00038,00096,1
00091,00059,5
00011,00030,10
00062,00072,7
00008,00001,7
00009,00021,8
00016,00034,2
00033,00056,1
00090,00100,9
00077,00035,3
00019,00025,9
00048,00016,5
00035,00092,7
00063,00098,2
00072,00028,10
00090,00006,10
00019,00060,2
00031,00091,10
00058,00057,9
00028,00016,1
00074,00022,4
00012,00064,8
00002,00080,3
00097,00009,5
00035,00039,7
00027,00051,2
00016,00073,1
00060,00035,6
00064,00083,7
00002,00003,6
00099,00055,6
00019,00091,1
00032,00044,5
00082,00065,6
00075,00063,9
00049,00074,2
00061,00008,2
00099,00051,4
00099,00024,8
00051,00093,5
00086,00065,2
00014,00031,4
00027,00053,7
00069,00048,1
00025,00090,1
00020,00079,7
00086,00058,4
00012,00049,10
00067,00065,7
00098,00051,8
00016,00014,2
00073,00033,5
00007,00089,8
00080,00001,2
00036,00067,5
00031,00034,7
00100,00080,7
00018,00077,1
00022,00062,9
00029,00033,3
00045,00091,10
00023,00016,2
00097,00048,7
00012,00017,1
00045,00004,8
00077,00061,4
00087,00084,2
00085,00058,5
00051,00010,1
00056,00065,5
00053,00076,6
00071,00013,6
00087,00061,6
00018,00033,1
00088,00076,9
00075,00063,5
00099,00061,8
00038,00023,4
00068,00065,6
00008,00040,8
00071,00011,3
00014,00051,6
00001,00010,3
00066,00018,3
00005,00075,6
00071,00080,5
00002,00037,10
00080,00002,1
00010,00097,10
00089,00040,9
00056,00076,3
00031,00014,4
00030,00038,7
00097,00028,5
00018,00028,8
00009,00096,3
00072,00042,4
00061,00071,6
00040,00032,6
00096,00051,3
00003,00056,2
00078,00035,6
00077,00100,6
00018,00060,10
00075,00050,9
00055,00041,2
00009,00024,2
00018,00016,7
00027,00071,2
00014,00080,6
00035,00018,1
00031,00087,5
00070,00087,5
00038,00058,7
00043,00085,2
00086,00017,9
00021,00084,8
00063,00094,6
00093,00021,7
00067,00098,8
00033,00041,5
00041,00050,2
00054,00092,7
00082,00037,5
00028,00066,6
00072,00061,2
00082,00049,3
00021,00071,6
00081,00015,6
00065,00079,10
00088,00032,1
00009,00082,3
00015,00032,2
00099,00031,3
00001,00057,7
00010,00094,9
00011,00058,5
00015,00032,3
00089,00017,1
00083,00032,9
00024,00006,7
00095,00078,5
00060,00098,9
00078,00002,2
00095,00059,6
00077,00060,7
00092,00088,10
00064,00064,6
00065,00089,1
00087,00048,10
00086,00096,1
00061,00095,4
00047,00077,5
00068,00018,8
00019,00032,3
00045,00008,5
00080,00063,3
00049,00029,9
00023,00054,7
00016,00096,1
00029,00095,9
00084,00059,3
00014,00032,1
00099,00003,3
00066,00040,9
00087,00003,4
00054,00037,5
00088,00075,4
00008,00024,4
00003,00001,9
00066,00040,8
00064,00007,6
00022,00029,9
00043,00003,1
00032,00065,8
00097,00099,8
00001,00011,1
00002,00040,5
00072,00084,2
00028,00073,2
00009,00021,9
00052,00044,9
00085,00009,3
00031,00007,9
00044,00097,10
00087,00069,2
00092,00027,2
00026,00088,6
00033,00097,6
00006,00020,10
00085,00055,4
00038,00091,7
00045,00090,4
00014,00006,1
00047,00031,2
00044,00039,10
00013,00029,9
00096,00098,1
00089,00062,2
00004,00061,4
00056,00049,2
00069,00016,2
00045,00022,4
00063,00059,8
00013,00021,4
00066,00038,2
00014,00007,5
00016,00083,6
00094,00029,6
00037,00066,1
00070,00100,6
00008,00026,1
00077,00054,6
00073,00059,2
00076,00049,9
00074,00058,10
00081,00026,1
00082,00066,9
00023,00002,1
00067,00038,6
00038,00014,2
00098,00028,4
00007,00069,1
00019,00017,8
00036,00088,5
00016,00034,7
00078,00072,3
00044,00088,3
00087,00044,5
00041,00099,6
00005,00031,4
00069,00066,1
00067,00084,2
00069,00048,5
00087,00089,5
00008,00060,1
00048,00091,7
00088,00068,7
00034,00037,9
00020,00052,3
00007,00088,1
00016,00078,6
00057,00027,3
00050,00045,5
00042,00095,1
00089,00088,8
00094,00064,4
00053,00001,2
